idn,title,ort-idn,ort-name
1236183266,Skizzierter Entwurf für das Titelblatt von Yorick,040046176,Basel
1236183274,Notizen und Ausschnitte für die Gestaltung von Yorick,040046176,Basel
1236183290,Klischeevorlage für Zeitungskopf Südkurier,040046176,Basel
123618338X,Schutzumschlag für Leonardo da Vinci: Das anatomische Werk,040046176,Basel
123618355X,"Entwurf, Probedrucke und Korrekturfahnen von Illustration mit Buchrücken aus dem Insel-Verlag",040046176,Basel
1236183673,Gebrauchsgrafik für Briefmarken-Müller,040046176,Basel
1236183762,Probedrucke für den Schutzumschlag von O Tannenbaum! Weihnachtserzählungen,040046176,Basel
1236183851,Belegexemplare Briefbögen vom Corporate Design für Musik-Akademie Basel,040046176,Basel
1236183959,Probedruck und Druckfahnen für das Rückenschild von Yorick,040046176,Basel
1236184076,Probedrucke auf Druckbögen für Seiten von Yorick,040046176,Basel
1236184289,Skizzen für das Titelblatt von Yorick,040046176,Basel
1236184408,Einbanddecke für Yorick,040996387,Liestal
1236184564,Druckbogen für den Umschlag von Mitteilungsblatt der Testor Treuhand- und Steuerberatungs AG,040046176,Basel
1236184718,Probedruck mit ergänzten Klischeeabzügen zum Werbeplakat Great Ideas of Western Man: John Stuart Mill,040046176,Basel
1236184866,Probedrucke von Titelschild für Ilias und Odyssee,040046176,Basel
1236185048,Probedruck von Titelschild für Ilias und Odyssee,040046176,Basel
123618520X,Probedruck von Buchdeckel und Buchrücken für den Schutzumschlag von Ilias und Odyssee,040046176,Basel
1236185307,Korrigierte Kopie einer Entwurfsskizze für den Schutzumschlag von Ilias und Odyssee,968526721,Berzona
1236185439,Einbanddecke für Wilhelm Meisters Wanderjahre,040046176,Basel
1236185609,Einbanddecke für Homers Ilias und Odyssee,040046176,Basel
1236185757,Einbanddecke für Homers Ilias und Odyssee,040046176,Basel
1236185870,"Probedrucke für Titelblatt, Titelschild und Rückenschild von Schweizer Maler aus fünf Jahrhunderten",04068038X,Zürich
1236186044,Einbanddecke für Homers Ilias und Odyssee,040046176,Basel
1236186176,"Einbanddecke für Festschrift zur Feier des einhundertjährigen Bestehens der Firmen Suter, Joerin & Co. und Allgemeine Kohlenhandels AG in Basel",040046176,Basel
1236186338,Schutzumschlag von Schweizer Maler aus fünf Jahrhunderten,04068038X,Zürich
1236186494,Probedruck für den Bucheinband von Die Rechtspersönlichkeit der klösterlichen Verbandsformen,040046176,Basel
1236186664,"Briefumschlag für Suter, Joerin & Co. Basel",040046176,Basel
1236186818,Negativabzug vom Klebeentwurf für den Buchtitel von Die Kunst Afrikas,040046176,Basel
1236186966,Titelblatt und Korrekturfahne Ilias und Odyssee,040046176,Basel
1236187113,Klebeentwurf zum Werbeplakat Great Ideas of Western Man: John Stuart Mill,040046176,Basel
1236187261,Klebeentwurf zum Werbeplakat Great Ideas of Western Man: John Stuart Mill,040046176,Basel
1236187415,Probedruck Flattersatz zum Werbeplakat Great Ideas of Western Man: John Stuart Mill,,
1236187547,Probedruck Blocksatz zum Werbeplakat Great Ideas of Western Man: John Stuart Mill,,
1236187652,Entwurf für den Umschlag von Mitteilungsblatt der Testor Treuhand- und Steuerberatungs AG,040046176,Basel
1236187695,Probedrucke für den Umschlag von Mitteilungsblatt der Testor Treuhand- und Steuerberatungs AG,040046176,Basel
1236187806,"Entwürfe, Probedrucke, Klischees und Klischeeabzüge von Firmenzeichen für Emil Nüesch Weinkellerei Balgach",040046176,Basel
1236187970,Entwurf und Korrekturfahnen von Werbeanzeige für Holbein-Verlag Spanische Kunst,040046176,Basel
1236188136,Klebeentwurf für den Buchtitel von Die Kunst Afrikas,040046176,Basel
1236188276,Kopie einer Skizze für Rückenschild von Homers Ilias und Odyssee,040046176,Basel
1236188403,Probedruck von Illustration Goldprägung einer Lyra für Homers Ilias und Odyssee,040046176,Basel
1236188586,Einbanddecken für Homers Ilias und Odyssee,040046176,Basel
1236188713,Einbanddecke für Homers Ilias und Odyssee,040046176,Basel
1236188845,Einbanddecke für Homers Ilias und Odyssee,040046176,Basel
1236188977,Einbanddecke für Homers Ilias und Odyssee,040046176,Basel
1236189116,Montierte Klischeevorlagen für Illustrationen von Meisterbuch der Schrift,040046176,Basel
1236189248,Halbe Einbanddecke für Meisterbuch der Schrift,040486346,Ravensburg
1236189442,Druckfahnen der Bildtafeln für Meisterbuch der Schrift,040046176,Basel
1236189663,Einbanddecke für Meisterbuch der Schrift,040486346,Ravensburg
1236189833,Probedruck für Buchrücken von Geschichte des Prinzen Biribinker,040046176,Basel
1236190009,Probedruck von Titelblatt für Geschichte des Prinzen Biribinker,040046176,Basel
123619022X,Einbanddecke für Ein Leben in Briefen,040660435,Wiesbaden
123619036X,Einbanddecke für Das lateinisch-deutsche Sonntagsmeßbuch,040139328,Einsiedeln
1236190475,Testseiten mit verschiedenen Schriftschnitten,040046176,Basel
1236190637,Probedruck von Verlegermarke für Office du Livre,040046176,Basel
1236190785,Probedrucke von Werbeprospekten mit Bestellschein für Meisterbuch der Schrift,040486346,Ravensburg
1236190947,Neujahrswunsch 1953 mit Nachdruck eines chinesischen Holztafeldrucks,040046176,Basel
1236191072,Einbanddecke für Am lebendigen Wasser,040046176,Basel
123619120X,Montierte Vorlagen für Negativ-Klischees für Illustrationen von Meisterbuch der Schrift,040046176,Basel
1236191331,Montierte Klischeevorlage für eine Illustration von Meisterbuch der Schrift,040046176,Basel
1236191471,"Vorarbeiten, Notizen und Entwürfe von Illustrationen für Meisterbuch der Schrift",040046176,Basel
1236191609,Montierte Vorlagen für Negativ-Klischees für Illustrationen von Meisterbuch der Schrift,040046176,Basel
1236191838,Korrigierte Fotokopien von Illustrationen für Meisterbuch der Schrift,040046176,Basel
1236192095,Klischee und Abzug für eine Illustration von Meisterbuch der Schrift,040046176,Basel
1236192249,Retuschierte negative Klischeevorlagen von Illustrationen für Meisterbuch der Schrift,040046176,Basel
123619232X,Entwurf von Titelschild und Buchrücken für Meisterbuch der Schrift,040046176,Basel
1236192486,Entwurf für den Schutzumschlag von Meisterbuch der Schrift,040046176,Basel
1236192621,Korrigierte Fotokopien von Schrifttafeln Tagliente 1537 für Meisterbuch der Schrift,040046176,Basel
1236192753,Blattsammlung zum Meisterbuch der Schrift,040046176,Basel
1236192915,Montierte Entwürfe von Schrifttafeln einer Antiqua für Meisterbuch der Schrift,040046176,Basel
1236193075,Probedrucke von Bildtafeln für Meisterbuch der Schrift,040046176,Basel
1236193229,Montierter Entwurf einer Schrifttafel mit Holländischer Textur für Meisterbuch der Schrift,040046176,Basel
1236193377,Probedrucke einer Bildtafel nach Vespasiano Amphiareo für Meisterbuch der Schrift,040046176,Basel
1236193474,Probedrucke von Bildtafeln für Meisterbuch der Schrift,040046176,Basel
123619358X,Probedrucke für den Schutzumschlag von Leise rieselt der Schnee,040046176,Basel
1236193733,Probedrucke für den Schutzumschlag von Wenn ihr nicht werdet wie die Kinder… Weihnachtserzählungen,040046176,Basel
1236193865,Probedrucke für den Schutzumschlag von Die Gemeindefamilie,040046176,Basel
1236194020,Probedrucke für den Schutzumschlag von Albert Schweitzer,040046176,Basel
1236194233,Probedrucke von Bildtafeln für Meisterbuch der Schrift,040046176,Basel
1236194365,Probedruck mit Korrektur für Seiten von Geschichte des Prinzen Biribinker,040046176,Basel
1236194527,Probedruck von Firmenzeichen TM für Typographische Monatsblätter,040046176,Basel
1236194683,Papierstereotypie-Matern mit zwei Seiten von Shakespeare's Sonnets und Übersicht Some Revent Pelican Books,043008542,Harmondsworth
1236194829,Papierstereotypie-Mater von Firmenzeichen TM für Typographische Monatsblätter,040046176,Basel
1236194969,Montierter Entwurf von Signet für Georg-Rentsch-Söhne [1950],040046176,Basel
1236195124,Probedruck für den Schutzumschlag von Lobt Gott ihr Christen allzugleich,040046176,Basel
1236195248,Entwurf für den Schutzumschlag und Probedrucke von Entlarvung der Weiber durch Jean Paul,040046176,Basel
1236195418,Korrigierte negative Kopie zu Firmenzeichen für Graphische Anstalt Morf & Co,040046176,Basel
1236195582,Kopie von Entwurf zu Firmenzeichen für Graphische Anstalt Morf & Co,040046176,Basel
123619571X,Etiketten für Faksimiles von Einzeltafeln chinesischer Farbendrucke,040046176,Basel
1236195876,Entwurf von Briefbogen für Erich Wewel Verlag,040046176,Basel
1236195981,Klischeeabzug und Belegexemplare von Firmenzeichen TM für Typographische Monatsblätter,040046176,Basel
1236196090,Motierter Entwurf mit Klischeeabzügen für Illustration mit von Tschichold gestalteten Signeten,040046176,Basel
1236196236,Korrigierte Probedrucke zu Vordrucken für die Staatskanzlei des Kantons Aargau,040046176,Basel
1236196384,"Entwürfe, Probedrucke und Klischeevorlagen zu Vordrucken für die Staatskanzlei des Kantons Aargau",040046176,Basel
1236196392,"Entwurfkorrektur für den Schutzumschlag von Schriftkunde, Schreibübungen und Skizzieren für Setzer",040046176,Basel
1236196406,"Klebeentwurf für den Schutzumschlag von Schriftkunde, Schreibübungen und Skizzieren für Setzer",040046176,Basel
1236196422,Entwurfsskizzen von Firmenzeichen für Graphische Anstalt Morf & Co,040046176,Basel
1236196430,Papierstereotypie-Mater für Titelblatt und Seiten von Apuleius,043008542,Harmondsworth
1236196449,Zwei montierte Firmenzeichen TM für Typographische Monatsblätter,040046176,Basel
1236196457,Klischeeabzüge von Firmenzeichen TM für Typographische Monatsblätter,040046176,Basel
1236196465,Korrigierte Klischeeabzüge von Firmenzeichen TM für Typographische Monatsblätter,040046176,Basel
1236196473,Entwürfe von Firmenzeichen TM für Typographische Monatsblätter,040046176,Basel
1236196481,Probedruck für den Schutzumschlag von O Weihnachtszeit! O Gnadenzeit!,040046176,Basel
123619649X,Probedrucke für den Schutzumschlag von Santiklaus Weihnacht und Neijohr,040046176,Basel
1236196503,Probedruck mit Korrektur für die Beilage Typographie einer Liebhaberausgabe von sehr kleinem Format,040046176,Basel
1236196511,"Schutzumschläge für Schriftkunde, Schreibübungen und Skizzieren für Setzer",040057283,Berlin
123619652X,"2. Autor-Bogen-Korrektur in Einbanddecke und Schutzumschlag von Schriftkunde, Schreibübungen und Skizzieren",040057283,Berlin
1236196546,"Einbanddecke für Schriftkunde, Schreibübungen und Skizzieren für Setzer",,
1236196554,"Einbanddecke für Schriftkunde, Schreibübungen und Skizzieren für Setzer",,
1236196562,"Einbanddecke Halbleineneinband für Schriftkunde, Schreibübungen und Skizzieren für Setzer",,
1236196570,Briefbögen für Testor Treuhand- und Steuerberatungs AG,040046176,Basel
1236196589,Entwürfe von Briefbogen für Georg-Rentsch-Söhne,040046176,Basel
1236196597,Entwurfszeichnungen von Signet für Georg-Rentsch-Söhne [1950],040046176,Basel
1236196600,Reproduktionen von Firmenzeichen für Georg-Rentsch-Söhne [1950],040435067,Olten
1236196619,Entwurfszeichnungen und Entwürfe von Firmenzeichen für Georg-Rentsch-Söhne [1950],040046176,Basel
1236196627,Kopien von Entwürfen zu Kalenderziffern,040046176,Basel
1236196635,Probedruck für Handzettel Fachreferenten-Kollegium,040046176,Basel
1236196643,Einladung zur Subskription und Bestellschein für Im Dienste des Buches,04051594X,Sankt Gallen
1236196651,Entwurf und Probedruck einer Buchstabenfolge,040046176,Basel
123619666X,Korrigierter Probedruck von Briefbogen für Edith Tschichold,040046176,Basel
1236196678,Briefbogen für Christliche Vereinsbuchhandlung Zürich,040046176,Basel
1236196686,Briefbogen für Gotthelf Verlag,040046176,Basel
1236196694,Entwurf für das Titelblatt von On the Eve,043008542,Harmondsworth
1236196708,Entwurf für den Umschlag von The Penguin New Writing 40,043008542,Harmondsworth
1236196716,Signet für Penguin Cricket Club Clubcard,043008542,Harmondsworth
1236196724,Probedruck des Logos für die Penguin Cricket Club Clubcard,043008542,Harmondsworth
1236196732,Entwurf für den Umschlag von The Penguin New Writing 40,043008542,Harmondsworth
1236196740,Klischeevorlagen für Firmenzeichen und Schallplatten-Etikett Philips,040046176,Basel
1236196759,Probedrucke von Neujahrswunsch 1951,040046176,Basel
1236196767,Entwurfszeichnungen von Firmenzeichen für Georg-Rentsch-Söhne [1950],040046176,Basel
1236196775,Entwurf von Adressetikett für Librairie du Château d'Art,040046176,Basel
1236196783,Briefbogen für Pektin Aktien-Gesellschaft,040046176,Basel
1236196791,"Briefbogen für Maison M. Fink-Humbel, Damencoiffeur",040046176,Basel
1236196805,Rechnungsvordruck für Papyrus AG,040046176,Basel
1236196813,"Briefbogen für Giovanni Panozzo, Architekt",040046176,Basel
1236196821,Briefpapier und Rechnungsvordruck für Galerie Beyeler und Librairie du Château d'Art,040046176,Basel
123619683X,Probedrucke von Briefbogen für Edith Tschichold,040046176,Basel
1236196848,Entwurf und Probedrucke für Briefbogen und Rechnungsvordruck der Testor Treuhand- und Steuerberatungs AG,040046176,Basel
1236196856,Probedruck für den Umschlag von Bericht der Testor Treuhand- und Steuerberatungs AG Basel,040046176,Basel
1236196864,Schutzumschläge für den Band VSG-Graphiker und ihre Arbeit,040046176,Basel
1236196872,"Probedruck für den Umschlag von Neuer Himmel, neue Erde",040046176,Basel
1236196899,"Entwürfe, Probedrucke und Klischeeabzüge von Signet für Briefbogen für Edith Tschichold",040046176,Basel
1236196910,Probedrucke für den Schutzumschlag von Ich gratuliere,040046176,Basel
1236196945,"Probedrucke für den Schutzumschlag, Buchrücken und Titelschild von Hedy und die Andern",040046176,Basel
123619697X,Probedrucke für Schutzumschläge von Die Heilsgeschichte,040046176,Basel
1236196996,"Probedrucke von Titelblättern, Buchrücken und Schutzumschlägen für Verlag Heinrich Majer",040046176,Basel
123619702X,Penguin Cricket Club Clubcard,043008542,Harmondsworth
1236197046,Kolorierter Entwurf für den Umschlag von The Penguin New Writing 40,043008542,Harmondsworth
1236197062,Schutzumschlag für den Band VSG-Graphiker und ihre Arbeit,040046176,Basel
1236197089,Klischee eines Holzschnitts Neujahrsglückwunsch mit Schiff,,
1236197135,Probedruck von Neujahrswunsch mit Ornamentrahmen,040046176,Basel
1236197151,Neujahrswunsch für Paul Griesinger,040046176,Basel
1236197186,Einbanddecke für Elli,040660435,Wiesbaden
1236197208,Probedruck für den Schutzumschlag von Dessins de maîtres hollandais,040046176,Basel
1236197224,Briefumschlag und Klischeeabzug mit Verlegermarke für Verlag Heinrich Majer,040352064,Leipzig
1236197240,Korrekturfahne von Einige Arbeiten von Jan Tschichold,04068038X,Zürich
1236197267,Einige Arbeiten von Jan Tschichold,04068038X,Zürich
1236197283,Entwurf des Titelblattes zu British Wild Flowers,043008542,Harmondsworth
1236197305,Orangener Probedruck für den Umschlag von The Penguin Poets: The Centuries' Press 5: Bridges to the present day,043008542,Harmondsworth
1236197321,Schwarzer Probedruck für den Umschlag von The Penguin Poets: The Centuries' Press 5: Bridges to the present day,043008542,Harmondsworth
1236197348,Probedruck für das Titelblatt von David Jones,043008542,Harmondsworth
1236197364,Probedruck für das Titelblatt von No Footprints in the Bush,043008542,Harmondsworth
1236197380,Probedruck für zwei Seiten von Shakespeare's Sonnets,043008542,Harmondsworth
1236197402,Probedruck für zwei Seiten von Shakespeare's Sonnets,043008542,Harmondsworth
1236197410,Probedruck für den Haupttitel von The Romans,043008542,Harmondsworth
1236197437,Probedruck für das Titelblatt von Heraldry in England,043008542,Harmondsworth
1236197453,Probedruck für das Titelblatt von Faust,043008542,Harmondsworth
123619747X,Probedruck für das Titelblatt von A Dictionary of Geography,043008542,Harmondsworth
1236197488,Probedruck für ein Titelblatt von Penrose Annual Volume 43,040743357,London
123619750X,Repografie der Vorstufe für den Umschlag von The Penguin Film Review 8,043008542,Harmondsworth
1236197526,Klebeentwurf für den Umschlag von The Penguin Film Review 8,043008542,Harmondsworth
1236197534,Klebeentwurf für den Umschlag von The Penguin Film Review 8,043008542,Harmondsworth
1236197550,Entwurf für den Umschlag von The Penguin Film Review 8,043008542,Harmondsworth
1236197569,Entwurf für das Titelblatt von The Penguin Film Review 8,043008542,Harmondsworth
1236197577,Schriftentwurf für das Titelblatt von Life in An English Village,043008542,Harmondsworth
1236197585,Retuschiertes Foto des Umschlags für The Odyssey,040046176,Basel
1236197607,Probedruck des Titelblattes zu British Wild Flowers,043008542,Harmondsworth
1236197615,Probedruck des Titelblattes zu British Wild Flowers,043008542,Harmondsworth
1236197623,Klebeentwurf des Titelblattes zu British Wild Flowers,043008542,Harmondsworth
1236197631,Werbeplakat New Penguin Titles 22. Juni 1949,043008542,Harmondsworth
123619764X,Werbeplakat New Penguin Titles 25. März 1949,043008542,Harmondsworth
1236197658,Werbeplakat New Penguin Titles 25. Mai 1949,043008542,Harmondsworth
1236197666,Werbeplakat New Penguin Titles 22. April 1949,043008542,Harmondsworth
1236197674,Klebeentwurf für das Titelblatt von The Railway Builders,043008542,Harmondsworth
1236197682,Probedruck von zwei Verlegermarken für Penguin Books,043008542,Harmondsworth
1236197690,Probedruck einer Verlegermarke für Penguin Books,043008542,Harmondsworth
1236197704,Probedruck einer Verlegermarke für Penguin Books,043008542,Harmondsworth
1236197712,Satzvorlage für zwei Seiten von Shakespeare's Sonnets,043008542,Harmondsworth
1236197720,Regeln zum Satz der Broschüre The Pelican History of Art,043008542,Harmondsworth
1236197739,Probedruck der Broschüre The Pelican History of Art in Passepartout,968526721,Berzona
1236197747,"Probedruck für den Schutzumschlag von Clay in the Potter`s Hand. Reprinted from The Penrose Annual, Volume XLIII",040743357,London
123619778X,Briefbogen für Verlagsanstalt Benziger & Co.,040139328,Einsiedeln
1236197887,"Probedrucke, Klischees und Klischeeabzüge von Verlegermarke für Penguin Books",043008542,Harmondsworth
1236197976,Entwurf für den Umschlag von The Case of Communism,043008542,Harmondsworth
1236197984,Probedruck für den Umschlag von Faust,043008542,Harmondsworth
1236197992,Probedruck für den Umschlag von Faust,043008542,Harmondsworth
1236198034,Entwurf für den Umschlag von The Odyssey,043008542,Harmondsworth
123619814X,Probedruck für den Umschlag von Science News 15,043008542,Harmondsworth
1236198271,Druckmater für den Umschlag von The Centuries' Poetry 5,043008542,Harmondsworth
1236198344,Druckmater für den Umschlag von The Centuries' Poetry 5,043008542,Harmondsworth
1236198417,Werbeschild für The Penguin Guides,043008542,Harmondsworth
1236198425,Probedruck von Teilen der Typografie für den Umschlag von Science News 15,043008542,Harmondsworth
1236198433,Montierter Probedruck der Verlegermarken für Verlag Heinrich Majer,040046176,Basel
1236198441,Briefbogen und Briefumschlag mit Briefkopf für Verlagsanstalt Benziger & Co. AG,040139328,Einsiedeln
123619845X,Montierter und kommentierter Probedruck für das Titelblatt von Life In An English Village,043008542,Harmondsworth
1236198468,Probedruck für den Umschlag von The Penguin Music Magazine,043008542,Harmondsworth
1236198476,Klebeentwurf für den Umschlag von The Penguin Poets: The Centuries' Press 5: Bridges to the present day,043008542,Harmondsworth
1236198514,Penguin Books,043008542,Harmondsworth
1236198522,Korrekturfahne für das Titelblatt von The Railway Builders,043008542,Harmondsworth
1236198530,Layout für zwei Seiten von Shakespeare's Hamlet,968526721,Berzona
1236198549,Layout für Puffin Story Books - Cover Standard,043008542,Harmondsworth
1236198557,Klebeentwurf für den Umschlag von The Penguin Poets: The Centuries' Press 5: Bridges to the present day,043008542,Harmondsworth
1236198565,Klebeentwurf für den Umschlag von Maouno,040046176,Basel
1236198573,Probedruck für den Umschlag von Science News 10,043008542,Harmondsworth
1236198646,Orangener Probedruck für den Umschlag von The Penguin Poets: The Centuries' Press 5: Bridges to the present day,043008542,Harmondsworth
1236198735,Werbeplakat The Penguin Scores,043008542,Harmondsworth
1236198824,Schwarzer Probedruck für den Umschlag von The Penguin Poets: The Centuries' Press 5: Bridges to the present day,043008542,Harmondsworth
1236198905,Werbebeilage Popular Art in the United States,043008542,Harmondsworth
1236199065,Werbeplakat A High Wind in Jamaica,043008542,Harmondsworth
1236199189,Verlegermarken für Penguin Books,040743357,London
1236199278,Ausschnitt aus Briefumschlag Penguin Science News,043008542,Harmondsworth
1236199286,Mappe mit Entwürfen und Vorarbeiten von Kalender für Georg-Rentsch-Söhne,040046176,Basel
1236199359,Entwurfszeichnung von Neujahrswunsch All Good Wishes,040046176,Basel
1236199472,Klebentwurf mit Korrekturen für den Schutzumschlag von Goethes Faust,040046176,Basel
123619957X,Entwurfsskizze für den Bucheinband von Volkskunst der Tessiner Täler,040046176,Basel
1236199677,Probedruck für den Buchrücken von The Happy Hypocrite,043008542,Harmondsworth
1236199758,Klebeentwurf für das Titelblatt der Broschüre The Pelican History of Art,043008542,Harmondsworth
1236199847,Druckfahne für die Titelei von Overtures Coriolan Op. 62 and Egmont Op. 84,043008542,Harmondsworth
1236199863,Probedruck für die Titelei von Brandenburg Concerto No. 3 in G,043008542,Harmondsworth
1236199952,Probedruck für das Titelblatt von Symphony No. 40 in G Minor,043008542,Harmondsworth
1236199979,Korrigierter Probedruck für das Adressetikett From Silverbeck,043008542,Harmondsworth
1236200055,Probedruck in Fraktur für den Prospekt The King Penguin Books,043008542,Harmondsworth
1236200063,Probedruck für den Prospekt The King Penguin Books,043008542,Harmondsworth
1236200071,Second Proof für den Prospekt The King Penguin Books,043008542,Harmondsworth
123620008X,Empfehlungskarte Compliments of Allen Lane,043008542,Harmondsworth
1236200098,Probedruck für das Titelblatt von A Short History of English Drama,043008542,Harmondsworth
1236200101,Korrekturfahne für das Titelblatt von The Happy Hypocrite,043008542,Harmondsworth
123620011X,Probedruck für das Titelblatt von Frances Hodgkins,043008542,Harmondsworth
1236200128,Druckfahne für das Titelblatt von Popular Art in the United States,043008542,Harmondsworth
1236200136,Probedruck für das Titelblatt von The Life of William Hazlitt,043008542,Harmondsworth
1236200144,Probedruck für das Titelblatt von Through the Looking Glass,043008542,Harmondsworth
1236200152,Probedruck für das Titelblatt von The High Toby,043008542,Harmondsworth
1236200160,Probedruck für das Titelblatt von The High Toby mit Anmerkung,043008542,Harmondsworth
1236200179,Skizze für den Briefumschlag Penguin Science News,043008542,Harmondsworth
1236200187,Klebeentwurf für Werbeschild Selected Poems,043008542,Harmondsworth
1236200195,Probedruck der Layoutvorlage Maximum area and correct imposition for any King Penguin Plate mit Seitenzahlen,043008542,Harmondsworth
1236200209,Probedruck für den Buchrücken von The Happy Hypocrite,043008542,Harmondsworth
1236200217,Probedruck für das Titelblatt von The High Toby,043008542,Harmondsworth
1236200225,Probedruck Werbeanzeige Lewis Carroll,043008542,Harmondsworth
1236200233,Probedruck für das Titelblatt von Edward Gordon Craig,043008542,Harmondsworth
1236200241,Adressetikett From Silverbeck,043008542,Harmondsworth
123620025X,Adressetikett From Silverbeck mit Adresse,043008542,Harmondsworth
1236200268,Entwurf der Typographie für den Empfehlungskarte Compliments of Allen Lane,043008542,Harmondsworth
1236200276,Entwurf der Typographie für den Empfehlungskarte Compliments of Allen Lane,043008542,Harmondsworth
1236200284,Empfehlungskarte A new book from Penguin Books,043008542,Harmondsworth
1236200292,Prospekt The King Penguin Books,043008542,Harmondsworth
1236200306,Grußkarte Neujahrswunsch 1948,043008542,Harmondsworth
1236200314,Probedruck eines Briefumschlages Penguin Science News,043008542,Harmondsworth
1236200330,Probedruck für ein fiktives Titelblatt von Penrose Annual Volume 43,040743357,London
1236200349,Klebeentwurf für ein fiktives Titelblatt von Penrose Annual Volume 43,040743357,London
1236200357,Klebeentwurf für den Umschlag von The Penguin Film Review 6,043008542,Harmondsworth
1236200365,Bestellformular Penguin Prints,043008542,Harmondsworth
1236200373,Entwurf für den Umschlag von Othello,043008542,Harmondsworth
1236200381,Klebeentwurf für den Umschlag von The Second Part of Henry the Forth,043008542,Harmondsworth
123620039X,Probedruck der Layoutvorlage Maximum area and correct imposition for any King Penguin Plate,043008542,Harmondsworth
1236200403,Layoutvorlage Upright full-page illustration,043008542,Harmondsworth
1236200411,Layoutvorlage 2 turned horizontal half-page illustrations,043008542,Harmondsworth
123620042X,Kopie des Klebeentwurfs für das Titelschild von Highland Dress,043008542,Harmondsworth
1236200438,Klebeentwurf für das Titelschild von Highland Dress,043008542,Harmondsworth
1236200446,Retuschierte Fotografie mit Anweisungen für Artikel in Penrose Annual Volume 43,040743357,London
1236200454,Probedruck für ein Titelblatt von Penrose Annual Volume 43,040743357,London
1236200462,Druckfahne für ein Titelblatt von Penrose Annual Volume 43,040743357,London
1236200470,Klebeentwurf für ein Titelblatt von Penrose Annual Volume 43,040743357,London
1236200489,Proof B für den Umschlag von Highland Dress,043008542,Harmondsworth
1236200497,Proof A für den Umschlag von Highland Dress,043008542,Harmondsworth
1236200500,Werbeplakat New Penguin Titles 17. September 1948,043008542,Harmondsworth
1236200519,Probedruck Briefumschlag Penguin Science News für Penguin Books,043008542,Harmondsworth
1236200527,Probedruck Briefumschlag Penguin Science News für Penguin Books,043008542,Harmondsworth
1236200535,Korrigierter Probedruck Briefumschlag Penguin Science News für Penguin Books,043008542,Harmondsworth
1236200543,Korrigierter Probedruck Briefumschlag Penguin Science News für Penguin Books,043008542,Harmondsworth
1236200551,Korrigierter Probedruck für das Titelblatt von The High Toby mit handschriftlichen Anmerkungen,043008542,Harmondsworth
123620056X,Probedruck für das Titelblatt von The High Toby,043008542,Harmondsworth
1236200578,Klebeentwurf für das Titelblatt von The High Toby,043008542,Harmondsworth
1236200586,Quittungsformular für Penguin Books,043008542,Harmondsworth
1236200594,Empfehlungskarte für Penguin Books,,
1236200608,Empfehlungskarte für Penguin Books mit Stempel,043008542,Harmondsworth
1236200616,Empfehlungskarte für Penguin Books,043008542,Harmondsworth
1236200624,Probedruck für den Umschlag von A Book of Scripts,040743357,London
1236200632,Satzvorlage King Penguin Standard für den Umschlag von Highland Dress,043008542,Harmondsworth
1236200640,Satzvorlage King Penguin Standard für den Umschlag von Highland Dress,043008542,Harmondsworth
1236200659,Satzvorlage King Penguin Standard für den Umschlag von Highland Dress mit handschriftlichen Anmerkungen,043008542,Harmondsworth
1236200667,"Entwurf für das Titelschild von Highland Dress, rot",043008542,Harmondsworth
1236200675,"Entwurf für das Titelschild von Highland Dress, schwarz",043008542,Harmondsworth
1236200683,"Schriftentwurf für ein Werbeplakat von Birds Of A Feather: Penguins, Pelicans, and Puffins",043008542,Harmondsworth
1236200691,"Schriftentwurf für ein Werbeplakat von Birds Of A Feather: Penguins, Pelicans, and Puffins",043008542,Harmondsworth
1236200705,"Klebeentwurf für ein Werbeplakat von Birds Of A Feather: Penguins, Pelicans, and Puffins",043008542,Harmondsworth
1236200713,Schriftentwurf für den Umschlag von A Book of Scripts,040743357,London
1236200721,Klebeentwurf für den Umschlag von A Book of Scripts,040743357,London
123620073X,The Pelican History of Art: Maximum area and correct imposition of the plates,043008542,Harmondsworth
1236200748,Montierter Probedruck des Titelblattes der Broschüre The Pelican History of Art,043008542,Harmondsworth
1236200756,Klebeentwurf der Broschüre The Pelican History of Art,043008542,Harmondsworth
1236200764,Probedruck für den Umschlag von The Second Part of Henry the Forth,043008542,Harmondsworth
1236200772,Entwurf für den Umschlag von To-morrow is a new day,043008542,Harmondsworth
1236200780,Probedruck für den Umschlag von Some Do Not,043008542,Harmondsworth
1236200799,Klebeentwurf für den Umschlag von The Harp and the Oak,043008542,Harmondsworth
1236200802,Entwurf eines Titelblattes von The Penguin Book Review 6,043008542,Harmondsworth
1236200810,Entwürfe für Titelblatt und Einband von Das persönliche Regiment Wilhelms II,040743357,London
1236200837,Probedruck für den Umschlag von Mr. Priestley's Problem,043008542,Harmondsworth
1236200845,Probedruck der Grußkarte Neujahrswunsch aus Silverbeck,043008542,Harmondsworth
1236200853,Montierter Entwurf für ein Werbeschild Books Of A Feather,043008542,Harmondsworth
123620087X,Entwurf Briefumschlag Penguin Science News für Penguin Books,043008542,Harmondsworth
1236200888,Klebeentwurf für den Umschlag von Highland Dress,043008542,Harmondsworth
1236200896,Entwurf für den Umschlag von A Dictionary of Science,043008542,Harmondsworth
1236200918,Druckfahne des Titelblattes von Popular Art in the United States,040743357,London
1236200926,Probedruck des Titelblattes von The Pelican History of Art,043008542,Harmondsworth
