idn,title,ort-idn,ort-name
1236205359,"Probedruck für den Schutzumschlag von Goethes Werke, Band 8",040046176,Basel
1236205367,"Probedruck für den Schutzumschlag von Goethes Werke, Band 7",040046176,Basel
1236205375,"Probedruck für den Schutzumschlag von Goethes Werke, Band 4",040046176,Basel
1236205383,"Probedruck für den Schutzumschlag von Goethes Werke, Band 2",040046176,Basel
1236205391,"Probedruck für den Schutzumschlag von Goethes Werke, Band 1",040046176,Basel
1236205405,Gegenüberstellung von zwei Versionen von Seitenlayout Faust,040046176,Basel
1236205413,Gegenüberstellung von zwei Versionen von Titelblatt Chinesische Farbendrucke der Gegenwart,040046176,Basel
1236205421,Gegenüberstellung von zwei Versionen von Titelblatt Faust,040046176,Basel
123620543X,Vier Seiten aus Birkhäuser-Goethe mit Anmerkungen,040046176,Basel
1236205456,Probedruck für das Titelblatt von Werthers Leiden,040046176,Basel
1236205464,Layout von zwei Seiten für Faust,040046176,Basel
1236205472,Probedruck für den Umschlag von O Basel du hotselig Statt,040046176,Basel
1236205480,Schutzumschlag für Goethe,040046176,Basel
1236205499,Bogen mit Exlibris für verschiedene Personen,040046176,Basel
1236205510,Probedruck für den Schutzumschlag von Geschichte der Liebe und des Todes von Romeo und Julia,040046176,Basel
1236205529,Einbanddecke für Statistisches Jahrbuch des Kantons Basel-Stadt,040046176,Basel
1236205537,Entwurfszeichnung für den Bucheinband von Gedenkbuch zur Fünfhundertjahrfeier der Schlacht bei St. Jakob an der Birs 1444,040046176,Basel
1236205545,Korrekturfahne von Ernennungsurkunde für August Gansser-Burckhardt zum Ehrenmitglied,040046176,Basel
1236205561,Glasplatten für photographische Vorlagen,040743357,London
123620557X,Glasplatte für photographische Vorlage nach einem Holzschnitt mit Lombardischen Versalien,040743357,London
1236205596,"Probedruck von vier Seiten für Goethes Werke, Band 3",040046176,Basel
123620560X,"Klebeentwurf für den Buchtitel von Faust, Goethes Werke, Band 3",040046176,Basel
1236205618,Einbanddecke für Wilhelm Meisters Wanderjahre,040046176,Basel
1236205626,Einbanddecke für Faust,040046176,Basel
1236205634,"Druckbogen für Goethes Werke, Band 3",040046176,Basel
1236205642,Probedruck für das Titelblatt von Hans Holbeins des Jüngeren Bilder zum Alten Testament,040046176,Basel
1236205650,Montierter Entwurf für ein Messing-Klischee für den Buchrücken von Les monuments d'art et d'histoire du canton de Vaud,040046176,Basel
1236205669,Bestellschein Hans Arp 1924 1925 1926-1943,040057623,Bern
1236205677,Einbanddecke für Geschichte der Liebe und des Todes von Romeo und Julia,040046176,Basel
1236205693,Korrekturfahnen für Titelblätter verschiedener Verlage,040046176,Basel
1236205707,Zeichnung einer Leier für die Einbanddecke von Homers Werke,040046176,Basel
1236205723,Probedruck von Titelblatt und Schmutztitelseite für Tiererlebnisse aus dem Engadin,040046176,Basel
1236205766,Probedruck für den Umschlag von Der Lateinschüler,040046176,Basel
1236205774,Probedrucke von Titelblatt mit rückseitigem Impressum für Der Lateinschüler,040046176,Basel
1236205782,Probedrucke von Titelschild und Rückenschild für Der Lateinschüler,040046176,Basel
1236205812,Kommentierter Probedruck von Titelschild für Der Lateinschüler,040046176,Basel
1236205820,Probedrucke für den Umschlag von Der Lateinschüler,040046176,Basel
1236205839,Probedrucke und montierter Entwurf für Titelschild von Das Schatzkästlein,040046176,Basel
1236205855,Probedrucke von Buchseiten Das Wohlfeile Mittagessen,040046176,Basel
1236205863,"Brief von Jan Tschichold an [Fräulein] Conrad, Firma Birkhäuser, von 10.10.1943",040046176,Basel
123620588X,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 10",040046176,Basel
1236205898,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 9",040046176,Basel
1236205928,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 8",040046176,Basel
1236205936,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 7",040046176,Basel
1236205960,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 6",040046176,Basel
1236205979,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 5",040046176,Basel
1236205995,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 4",040046176,Basel
1236206002,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 3",040046176,Basel
1236206029,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 1",040046176,Basel
1236206037,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 2",040046176,Basel
1236206045,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 3",040046176,Basel
1236206061,Probedruck für Titelschild und Rückenschild von Um die liebe Weihnachtszeit,040046176,Basel
1236206096,Entwurfsskizze für den Bucheinband von Um die liebe Weihnachtszeit,040046176,Basel
123620610X,"Einbanddecke für Shakespeares dramatische Werke, Band 1",040046176,Basel
1236206142,Entwurf für Titelschild und Rückenschild von Um die liebe Weihnachtszeit,040046176,Basel
1236206150,Korrekturfahne einer Doppelseite von Chinesisches Gedichtpapier vom Meister der Zehnbambushalle,040046176,Basel
1236206193,Probedrucke für das Titelblatt von Verlagsprogramm Neuerscheinungen aus dem Verlag Birkhäuser,040046176,Basel
1236206207,Probedruck für das Titelblatt von Handzeichnungen Hans Holbeins des Jüngeren,040046176,Basel
1236206215,Probedruck für den Buchtitel von Odyssee,040046176,Basel
1236206231,Druckbogen von Ilias,040046176,Basel
123620624X,"Probedruck von Titelblatt für Shakespeares dramatische Werke, Band 3",040046176,Basel
1236206258,"Probedruck von Titelblatt für Shakespeares dramatische Werke, Band 4",040046176,Basel
1236206282,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 10",040046176,Basel
1236206304,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 9",040046176,Basel
1236206312,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 8",040046176,Basel
1236206339,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 7",040046176,Basel
1236206347,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 6",040046176,Basel
1236206355,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 5",040046176,Basel
1236206398,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 4",040046176,Basel
1236206401,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 3",040046176,Basel
1236206452,"Probedruck für den Schutzumschlag von Shakespeares dramatische Werke, Band 2",040046176,Basel
1236206479,Titelblatt für Shakespeares dramatische Werke Band 3,040046176,Basel
1236206495,Schutzumschlag für Shakespeares dramatische Werke Band 6,040046176,Basel
1236206525,Probedrucke für den Umschlag von Der Lateinschüler,040046176,Basel
1236206541,Werbeplakat für Birkhäuser Klassiker,040046176,Basel
1236206584,Birkhäuser-Klassiker. Regeln für die Rechtschreibung,040046176,Basel
1236206614,Birkhäuser Klassiker. Regeln für die Rechtschreibung,040046176,Basel
1236206657,Probedruck von Die @Bildersammlung der Zehnbambushalle,040046176,Basel
1236206711,Urkunde über das Benützungsrecht einer Beisetzungsstätte auf dem Friedhof am Hörnli,040046176,Basel
1236206762,Entwurf für ein Siegel Öffentliche Kunstsammlung Basel,040046176,Basel
1236206789,Entwurf für einen Stempel Geschenk der Freunde des Kunstmuseums,040046176,Basel
1236206851,Entwurf für den Umschlag von Form und Material in der spätgotischen Plastik mit aufgeklebtem Titelbild,040046176,Basel
1236206886,"Skizze für den Schutzumschlag von Homers Werke, Band 2, Odyssee",040046176,Basel
1236206894,"Korrigierte Druckfahne für den Schutzumschlag von Homers Werke, Band 2, Odyssee",040046176,Basel
1236206959,"Klebeentwurf für den Schutzumschlag von Homers Werke, Band 2, Odyssee",040046176,Basel
1236207017,"Einbanddecke für Homers Werke, Band 1, Ilias",040046176,Basel
1236207092,"Einbanddecke für Shakespeares dramatische Werke, Band 1",040046176,Basel
1236207149,"Einbanddecke für Conrad Ferdinand Meyers Werke, Band 1",040046176,Basel
123620719X,Einbanddecke für Elemente der Zahlentheorie,040046176,Basel
1236207262,Entwürfe einer Abbildung einer Leier für die Einbanddecken von Homers Werke,040046176,Basel
1236207351,Einbanddecke für Um die liebe Weihnachtszeit,040046176,Basel
1236207408,Visitenkarten für Elsy Leutwyler,040046176,Basel
1236207459,Montierte Entwurfszeichnung für den Umschlag von Probe von Schriften und anderem Setzmaterial,040046176,Basel
1236207483,Entwürfe für den Bucheinband von Sonne über Peking,040046176,Basel
1236207505,Probedruck für Neujahrswunsch 1942,040057623,Bern
123620753X,Eine Volksausgabe sämtlicher Werke Gottfried Kellers für 24 Franken!,040046176,Basel
1236207580,Bestellschein für Gute Schriftformen,040046176,Basel
1236207629,Probedruck für Umschlag von Unser Garten im Mehranbau,040046176,Basel
1236207653,Probedrucke von Adressetikett Gratis-Jahresgabe für 1942 für die Mitglieder der Gesellschaft für Schweizerische Kunstgeschichte,040046176,Basel
1236207688,Druck von Titelblatt von Basler Stadtbilder,040046176,Basel
123620770X,Probedruck für den Schutzumschlag von Die Burgen und Schlösser des Kantons Bern,040046176,Basel
1236207769,"Entwurf von Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",040046176,Basel
1236207823,"Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",040046176,Basel
1236207874,Einbanddecke für Elemente der Zahlentheorie,040046176,Basel
1236207912,Rechnungsvordrucke für Holbein Verlag,040046176,Basel
1236207920,Bestellscheine für Holbein Verlag,040046176,Basel
1236207971,Einladung zur Eröffnungsfeier neuer Geschäftsräume,040046176,Basel
1236208013,Probedruck für das Titelschild von Die romanischen Glasgemälde des Strassburger Münsters,040046176,Basel
1236208072,Empfehlungskarte zur Jahresversammlung 1942 der Schweizer Bibliophilen-Gesellschaft und der Vereinigung Schweizerischer Bibliothekare,040046176,Basel
1236208129,"Bestellschein für Schriftkunde, Schreibübungen und Skizzieren für Setzer",040046176,Basel
1236208153,Entwurf und Blaupause für das Titelschild von Die romanischen Glasgemälde des Strassburger Münsters,040046176,Basel
1236208242,Probedruck für den Bucheinband von Ausstellungspublikation Die Erfindung Gutenbergs,040046176,Basel
1236208307,Umschlagkarton für Gute Schriftformen,040046176,Basel
123620834X,Montierter Probedruck von Titelblatt Aus der Geschichte des Eptingerhofes,040046176,Basel
1236208366,Probedruck von Titelblatt Manierismus in mittelalterlicher Kunst,040046176,Basel
1236208404,Entwurf für das Titelblatt von Basler Stadtbilder,040046176,Basel
1236208447,"Probedrucke für den Schutzumschlag von Schriftkunde, Schreibübungen und Skizzieren",040046176,Basel
1236208463,Probedruck für den Buchrücken von Die Gesellschaftskrise der Gegenwart,04015310X,Erlenbach
123620851X,Titelblatt Manierismus in mittelalterlicher Kunst,040046176,Basel
1236208544,"Typoskript mit montierten Illustrationen und Ausschnitten für Schriftkunde, Schreibübungen und Skizzieren für Setzer",040046176,Basel
1236208587,"Montierte Druckfahnen für Schriftkunde, Schreibübungen und Skizzieren für Setzer",040046176,Basel
1236208641,"Montierte Vorderseite eines Schutzumschlags für Schriftkunde, Schreibübungen und Skizzieren für Setzer",040046176,Basel
123620865X,"Korrigierter Probedruck für das Titelblatt von Schriftkunde, Schreibübungen und Skizzieren für Setzer",040046176,Basel
1236208706,"Probedruck für den Schutzumschlag von Schriftkunde, Schreibübungen und Skizzieren für Setzer",040046176,Basel
1236208749,"Skizze für den Bucheinband von Schriftkunde, Schreibübungen und Skizzieren für Setzer",040046176,Basel
123620879X,"Probedruck einer Illustration für Schriftkunde, Schreibübungen und Skizzieren für Setzer",040046176,Basel
123620882X,"Probedruck einer Illustration für Schriftkunde, Schreibübungen und Skizzieren für Setzer",040046176,Basel
1236208935,"Entwurf für den Schutzumschlag von Schriftkunde, Schreibübungen und Skizzieren für Setzer",040046176,Basel
123620896X,"Probedrucke von Schrift-Illustrationen für Schriftkunde, Schreibübungen und Skizzieren für Setzer",040046176,Basel
123620901X,"Entwürfe von Schrift-Illustrationen für Schriftkunde, Schreibübungen und Skizzieren für Setzer",040046176,Basel
1236209087,"Probedruck für den Schutzumschlag von Gottfried Kellers Werke, Band 8",040046176,Basel
123620915X,"Probedruck für den Schutzumschlag von Gottfried Kellers Werke, Band 7",040046176,Basel
1236209257,"Probedruck für den Schutzumschlag von Gottfried Kellers Werke, Band 5",040046176,Basel
1236209281,"Probedruck für den Schutzumschlag von Gottfried Kellers Werke, Band 4",040046176,Basel
1236209354,Titelblatt für Basler Stadtbilder,040046176,Basel
1236209427,Wandkalender Glück und Frieden 1943,941897338,Bern-Bümpliz
1236209486,Montierte Klischeeabzüge von Verlegermarken für Birkhäuser und Burg-Verlag,040046176,Basel
1236209567,"Probedrucke für Illustrationen von Schriftkunde, Schreibübungen und Skizzieren für Setzer",040046176,Basel
1236209621,Originalzeichnungen zu Schriftkunde,040046176,Basel
1236209729,Gute Schriftformen 1-6,040046176,Basel
1236209788,Umschlagentwürfe für Wenn die Stadt dunkel wird,040046176,Basel
1236209842,Entwürfe und korrigierte Druckfahnen für Schutzumschlag und Titelblatt von Basel und das Seidenband,040046176,Basel
123620994X,"Einbanddecke für Gottfried Kellers Werke, Band 1 und 2",040046176,Basel
1236210042,"Werbeprospekt von Schriftkunde, Schreibübungen und Skizzieren für Setzer",040046176,Basel
123621014X,Probedruck für das Titelblatt von Basel und das Seidenband,040046176,Basel
1236210220,Briefumschlag Basler Zunftherrlichkeit,040046176,Basel
1236210301,Probedruck für das Titelblatt von Programmheft Stadttheater Basel,040046176,Basel
1236210352,Entwurfszeichnungen und korrigierte Probedrucke für Heft Antiquaschriften,040046176,Basel
1236210425,Entwurfszeichnung für verschiedene Buchrücken,040046176,Basel
1236210530,Probedruck von Seiten für Neue Ornamente,040046176,Basel
123621062X,Probedruck für den Umschlag von Wie man Briefmarken sammelt,040046176,Basel
1236210700,Nachdruck des Katalogumschlages für Bücher aus Schweizer Verlagen als Illustration,,
1236210786,Probedruck für den Umschlag von Messekatalog Bücher aus Schweizer Verlagen,040046176,Basel
1236210832,Kommentierter Probedrucke für den Schutzumschlag von Ouvrages en langue française,040046176,Basel
1236210921,Formular Reiseauftrag für Burg-Verlag AG,040046176,Basel
1236210972,Sammlung Birkhäuser - Jede Seite einen Rappen,040046176,Basel
1236211022,Probedrucke der Verlegermarke für Birkhäuser,040046176,Basel
1236211049,Probedruck für ein Titelblatt einer Werbebroschüre für Birkhäuser,040046176,Basel
1236211081,Handschriftlicher Entwurf für den Schriftzug Zeugdruck im Mittelalter,040046176,Basel
1236211138,Satzregeln der Buchdruckerei E. Birkhäuser & Cie,040046176,Basel
1236211197,Korrekturzeichen-Erklärung,040046176,Basel
1236211324,Geheftete Probedrucke für Birkhäuser,040046176,Basel
1236211391,Probedruck für Schmutztitel und Titelblatt von Das Sinngedicht,040046176,Basel
1236211413,Werbedruck Das Zweite Buch Mose,040046176,Basel
123621143X,Probedrucke für den Umschlag von Das Sinngedicht,040046176,Basel
1236211510,Entwurfsskizze für Wandkalender Buchdruckerei und Kalenderfabrik Karl Werner,040046176,Basel
1236211596,Entwurfsskizze für das Titelblatt von Bücher zur Kunst- und Kulturgeschichte und andere Werke,040046176,Basel
1236211669,Einbanddecke für Goethes Briefe aus der Schweiz 1779,040046176,Basel
1236211731,Probedruck für das Titelblatt von Schweizer Malerei im neunzehnten Jahrhundert,040046176,Basel
1236211782,Probedruck für das Titelblatt von Alte Musik in der bildenden Kunst Basels,040046176,Basel
1236211871,Montiertes Titelblatt von Goethes Briefe aus der Schweiz 1779,040046176,Basel
1236212037,"Probedruck für den Umschlag von Stratigraphischer Führer durch die geologischen Formationen im Gebiet zwischen Aare, Birs und Rhein",040046176,Basel
1236212088,Kalligrafischer Schriftzug für das Titelblatt von Ciba Rundschau 50,040046176,Basel
1236212231,Entwurf für das Titelblatt von Das Sonnenweib,040046176,Basel
1236212452,Entwurf für den Titel von Eine Seele die sich wiederfand,040046176,Basel
1236212649,Entwurf für Firmenzeichen WK,040046176,Basel
123621286X,"Entwürfe, Probedrucke, Klischees und Klischeeabzüge von Verlegermarke für Birkhäuser",040046176,Basel
1236213092,Probedrucke für Anzeige Graphische Kunstanstalt Birkhäuser,040046176,Basel
1236213319,"Probedruck für den Schutzumschlag von Geschichte der Schrift in Bildern, 1. Auflage",040231186,Hamburg
1236213599,Titelblatt von Messekatalog Bücher aus Schweizer Verlagen,040046176,Basel
1236213785,Probedruck für das Titelblatt von Geschichte der Schrift in Bildern,040231186,Hamburg
1236213963,Vistenkarte für Jan Tschichold (Leonhardstraße 26),040046176,Basel
1236214145,Klischeevorlage für eine Illustration,040046176,Basel
1236214358,Neue Ornamente,040046176,Basel
1236214501,Werbedruck Das Erste Buch Mose,040046176,Basel
1236214595,Entwurf und Probedrucke für Bucheinband und Titelblatt von Basel und die Eidgenossen,040046176,Basel
1236214692,Korrekturfahnen und Probedrucke für das Titelblatt von Bücher zur Kunst- und Kulturgeschichte und andere Werke,040046176,Basel
1236214765,Probedrucke für den Schutzumschlag von Ouvrages en langue française,040046176,Basel
1236214846,Probedruck von Schutzumschlag für Goethes Briefe aus der Schweiz 1779,040046176,Basel
1236214900,Briefkarte für Burg-Verlag AG,040046176,Basel
1236214951,Briefbogen für Verlag Birkhäuser,040046176,Basel
1236214986,Klebeentwurf für das Titelblatt von Messekatalog Bücher aus Schweizer Verlagen,040046176,Basel
1236215001,"Entwürfe, Probedrucke und Belegexemplare von Verlegermarke für Burg-Verlag",040046176,Basel
1236215036,Briefkopf für Burg-Verlag AG,040046176,Basel
1236215044,Briefbogen für Burg-Verlag AG,040046176,Basel
1236215079,Briefbogen für Verlag Birkhäuser,040046176,Basel
1236215095,Werbedruck Das Zweite Buch Mose,040046176,Basel
1236215125,Probedrucke für ein Titelblatt von Messekatalog Bücher aus Schweizer Verlagen,040046176,Basel
1236215168,Empfehlungskarte für den Verlag Birkhäuser,040046176,Basel
1236215222,Probedruck für den Umschlag von Das Sinngedicht,040046176,Basel
1236215273,Klebeentwurf für den Zeitschriftentitel von Die Schweizer Hausfrau,040046176,Basel
1236215362,Entwurf für die Verlegermarke von Verlag Birkhäuser,040046176,Basel
1236215427,Adressetiketten für Birkhäuser,040046176,Basel
123621546X,Briefumschlag Für Freunde baslerischer Kultur,040046176,Basel
1236215540,Probedruck für den Umschlag von Katalog Basiliensia,040046176,Basel
1236215680,Probedrucke für den Umschlag von Eine Seele die sich wiederfand,040046176,Basel
123621577X,Das erste Buch Mose,040046176,Basel
1236215931,Briefumschlag Birkhäuser AG,040046176,Basel
1236216016,Marken des Firmenzeichen Birkhäuser,040046176,Basel
1236216156,Probedrucke von Briefpapier für Verlag Birkhäuser,040046176,Basel
123621627X,Schutzumschlag für Großkaufleute der Renaissance,040046176,Basel
1236216334,Briefumschläge Lehr- und Handbücher der Ingenieurwissenschaften,040046176,Basel
1236216423,Probedrucke der Verlegermarke für Birkhäuser,040046176,Basel
1236216504,Probeprägung der Einbanddecke für Statistisches Jahrbuch des Kantons Basel-Stadt,040046176,Basel
1236216601,"Le soussigné souscrit à Ex Leo van Puyvelde, Esquisses de Rubens",040046176,Basel
1236216636,Probedrucke von Umschlag für Basler Schulblatt 1940,040046176,Basel
1236216768,Entwurf für das Titelblatt von Die Erfindung Gutenbergs,040046176,Basel
1236216822,Entwürfe für Titelblatt und Einbanddecke von Kalewala,040046176,Basel
1236216946,Probedrucke von Neujahrswunsch Herzliche Glückwünsche zum neuen Jahre von Jan und Edith Tschichold,040046176,Basel
1236217020,Satzregeln des Holbein-Verlags,040046176,Basel
123621708X,Korrekturfahne eines Kalenderblattes von Kunstkalender des Holbein Verlages,040046176,Basel
1236217160,Kalligrafischer Schriftzug für das Titelblatt von Kalewala,040046176,Basel
1236217306,Entwürfe für Bucheinband von Zur Kritik der deutschen Intelligenz,040046176,Basel
1236217365,Klischeeabzug von Firmenzeichen für Verlag Josef Stocker,040046176,Basel
1236217446,Einladungskarten zu Ausstellungen der Gruppe 33,040046176,Basel
1236217535,"Entwurf, Klischee und Klischeeabzug für Firmenzeichen FV",040046176,Basel
1236217632,Werbeanzeigen für Ferdinand Wortmann und Holbein-Verlag,040096572,Celle
1236217721,Probedruck für den Schuber von Der frühe chinesische Farbendruck,040046176,Basel
1236217802,Titelblatt Kalewala,040046176,Basel
123621790X,Entwurfsskizze für ein Titelblatt von Von klassischer Typographie und von der Kunst des Buches,040046176,Basel
1236231597,Gegenüberstellung von zwei Versionen von Titelblatt Kalewala,040046176,Basel
1236231708,Montierte Versionen von Titelkopf Vierteljahrsschrift für schweizerische Sanitätsoffiziere,040046176,Basel
1236231716,Entwurf für ein Firmenzeichen von Verlag Josef Stocker,040046176,Basel
1236231724,Entwurf für ein Firmenzeichen von Verlag Josef Stocker,040046176,Basel
1236231732,Geschäftdrucksachen mit Firmenzeichen für Verlag Josef Stocker,040367339,Luzern
1236231740,Probedruck für Neujahrswunsch ain gut neujahr,040046176,Basel
1236231767,Briefbogen für Huguenin & Cie Confiserie,040046176,Basel
1236231775,Briefbogen für Internationale Felix-Mendelssohn-Gesellschaft,040046176,Basel
1236231783,DIN-Formate sind nicht immer brauchbar,040046176,Basel
1236231813,Entwurf und Korrekturfahnen für einen Briefbogen für Mario Uzielli Buch- und Kunstantiquariat,040046176,Basel
1236231821,Etikett mit Inhaltszeile für Birkhäuser,040046176,Basel
123623183X,Briefbogen für Kunsthistorisches Seminar der Universität Basel,040046176,Basel
1236231848,Druckfahne für das Titelblatt von Die Erfindung Gutenbergs,040046176,Basel
1236231856,Klebeentwürfe und Fotokopie für ein Firmenzeichen PAN,040046176,Basel
1236231864,Probedruck Antwortkarte Jan Tschichold dankt,040046176,Basel
1236231872,Neujahrswunsch ain gut neujahr,040046176,Basel
1236231899,Entwürfe und Probedrucke von Neujahrswunsch gutior,040046176,Basel
1236231902,"Korrekturfahne eines reproduzierten Bodoni-Buchtitels für Geschichte der Schrift in Bildern, 1. Auflage",040046176,Basel
1236231910,"Probedrucke für Zeitungsanzeige Kaufhaus Cardinal, Kaufhaus Falken",040046176,Basel
1236231929,Handbeschriebener Probedruck mit Firmenzeichen für Verlag Josef Stocker,040046176,Basel
1236231961,Etikett für Birkhäuser,040046176,Basel
123623197X,Probedrucke für Zeitungsanzeige Schweizerische Kreditanstalt,040046176,Basel
1236231988,Etikett mit Inhaltszeile für Birkhäuser,040046176,Basel
1236231996,Probedrucke für Zeitungsanzeige Piano-Eckenstein,040046176,Basel
1236232003,Die Marke des Schweizer Buchdrucks,,
123623202X,"Korrekturfahne einer reproduzierten Visitenkarte für Geschichte der Schrift in Bildern, 1. Auflage",040046176,Basel
1236232038,"Briefumschlag mit Schriftproben für die Gestaltung von Geschichte der Schrift in Bildern, 1. Auflage",040046176,Basel
1236232046,"Korrekturfahne einer Kalligrafie für Geschichte der Schrift in Bildern, 1. Auflage",040046176,Basel
1236232070,"Entwurfszeichnung von Briefbogen für Jan Tschichold, Leonhardsstrasse 26",040046176,Basel
1236232089,Probedrucke von Neujahrswunsch Kufischrift,040046176,Basel
1236232097,Einbanddecken für Die Geburt der Eidgenossenschaft aus der geistigen Urschweiz,040046176,Basel
1236232100,Kalligrafie für das Titelschild von Baltoro,040046176,Basel
1236232135,Probedruck für den Umschlag von Festschrift zur Feier des 60. Geburtstages Herrn Prof. Dr. Albert Vogt,040046176,Basel
1236232151,Beilage zum Artikel - Gebrochene Schriften als Auszeichnung zur Antiqua,04051594X,Sankt Gallen
1236232178,Probedrucke und Korrekturfahnen für das Titelblatt von Die Mineralien der Schweizeralpen,040046176,Basel
1236232186,"Briefbogen für Jan Tschichold, Leonhardsstrasse 26",040046176,Basel
1236232216,Vita Tschicholds mit einigen von Tschichold verfassten Büchern,040046176,Basel
1236232224,Probedruck für einen Schutzumschlag von Das Bildnis in der französischen Malerei des 18. Jahrhunderts,040181189,Frankfurt am Main
1236232240,Probedruck für einen Schutzumschlag von Landschaften und Feste in der französischen Malerei des achtzehnten Jahrhunderts,040181189,Frankfurt am Main
1236232259,Probedruck für das Titelblatt von Das Bildnis in der französischen Malerei des 18. Jahrhunderts,040181189,Frankfurt am Main
1236232267,Probedrucke für das Titelblatt und den Umschlag von Les dessins de Hans Holbein le jeune,040046176,Basel
1236232275,Ausschnitte von Briefbögen für Jan Tschichold,040046176,Basel
1236232283,Probedruck für die Beilage zum Artikel - Gebrochene Schriften als Auszeichnung zur Antiqua,04051594X,Sankt Gallen
1236232291,Lichtbilder auf Glasplatten,041277937,München
1236232291,Lichtbilder auf Glasplatten,040046176,Basel
1236232305,Probedruck für den Umschlag von Festschrift zur Feier des 60. Geburtstages Herrn Prof. Dr. Albert Vogt,040046176,Basel
1236232313,Korrekturfahne von Briefbogen für Jan Tschichold,040046176,Basel
123623233X,Entwurfszeichnung von Ausstellungsplakat Werkbund Arbeit 1938,040046176,Basel
1236232348,Probedrucke von Neujahrswunsch Jan und Edith Tschichold wünschen fröhliche Weihnachten und alles Gute im neuen Jahre,040046176,Basel
1236232356,Entwurf für den Schutzumschlag von Typografische vormgeving,040046176,Basel
1236232364,Entwürfe für die Titelseite von Spur,040046176,Basel
1236232372,Probedruck für eine Illustration mit der Abbildung des Schutzumschlages von Ferdinand Hodler Leben und Schaffen eines Schweizer Künstlers,040046176,Basel
1236232380,Satzvorlage für Programmheft zur Ausstellung @Amtliche Drucksachen in Vergangenheit und Gegenwart,040046176,Basel
1236232399,Probedrucke für den Bucheinband von Typografische vormgeving,040017834,Amsterdam
1236232410,Probedruck für den Bucheinband von Der Anteil des Nachbarländer and der Entwicklung der deutschen Baukunst im Zeitalter des Spätbarocks,040046176,Basel
1236232429,Probedruck für den Bucheinband von Baseldytsch,040046176,Basel
1236232453,Korrekturfahne für das Titelblatt von Kindermärchen,040046176,Basel
1236232461,Korrigierter Probedruck für das Titelblatt von Dessins de Maîtres,040046176,Basel
1236232488,Probedrucke von Werbeblatt und Titelblatt von Esquisses de P.-P. Rubens,040046176,Basel
1236232518,Probedruck für das Titelblatt und Inhaltsverzeichnis von Betrachtungen zur Kunst der Schweiz,040046176,Basel
1236232526,Probedruck für das Titelblatt von Skizzen des Peter Paul Rubens,040181189,Frankfurt am Main
1236232534,Probedruck für das Titelblatt und Inhaltsverzeichnis von Burgundische Plastik des ausgehenden Mittelalters,040181189,Frankfurt am Main
1236232542,Probedruck für den Umschlag von Ausstellungskatalog Der Berufsphotograph,040046176,Basel
1236232550,Schutzumschlag für Die Galluspforte des Basler Münsters,040046176,Basel
1236232569,Schutzumschlag für Ferdinand Hodler Leben und Schaffen eines Schweizer Künstlers,040046176,Basel
1236232577,Probedruck für das Titelblatt und Inhaltsverzeichnis von Betrachtungen zur Kunst der Schweiz,040046176,Basel
1236232593,Entwurfszeichnung und Probedruck für den Bucheinband von Baseldytsch,040046176,Basel
1236232607,Entwurfszeichnung für das Titelblatt von The Penrose Annual Volume 40,040046176,Basel
1236232623,Schutzumschlag von The Penrose Annual Volume 40,040743357,London
123623264X,Einbanddecke für The Penrose Annual Volume 40,040743357,London
1236232666,Fotos von Buch The Penrose Annual Volume 40,,
1236232674,Briefbogen für Clarté-Film Aktiengesellschaft,040046176,Basel
1236232682,Briefbogen für Schweizerisches Medizinisches Jahrbuch - Anzeigenverwaltung,04068038X,Zürich
1236232690,"Briefbogen für Dr. jur. B. Braunschweig, Advokat",040046176,Basel
1236232704,Rechnungsvordruck für Gipsergeschäft H. Vogt-Brianti,040046176,Basel
1236232712,Briefbogen für Alioth & Co,040046176,Basel
1236232720,Briefbogen für Magazine zum Wilden Mann,040046176,Basel
1236232739,Briefbogen und Briefumschlag für Schweizerischer Geflügelzuchtverband,040046176,Basel
1236232747,Briefbogen für Gesellschaft für chemische Industrie (Ciba),040046176,Basel
